구 분,노 선,구 간,연장(km),계,버짐,은행,느티,벚,버드,칠엽수,메타,중국단풍,단풍,배롱,자귀,주목,향나무,회화,귀룽,무궁화,노각,느릅,이팝,목백합,계수,감,산수유,사과,매실,살구,모과,반송,대왕참,대추,개목련,둥근소나무,수수꽃다리,튤립나무,공작단풍,소나무,산딸나무
흥덕구,오창제방길,중부로-각리가곡로방향갈림길,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,옥산산단1로,옥산산단4로-옥산산단로,1.32,287,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,옥산산단3로,옥산산단4로-옥산산단4로,1.38,301,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,옥산산단4로,세원산업삼거리-호죽화산로,1.99,234,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,
흥덕구,옥산산단로,오산가좌로-옥산산단4로,1.16,241,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,운주산로,상조천교-세종특별시진입부,0.83,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월곡길,월곡사거리-충청대학교앞,0.31,69,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로,충대사거리-송절교차로,2.65,380,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로140번길,직지대로581번길-월명로,0.33,49,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,
흥덕구,월명로201번길,산단로-월명로,0.55,109,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로220번길,덕암로29번길-덕암로59번길,0.28,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로235번길,월명로-산단로,0.54,111,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로235번길,LS산전 사잇길,0.32,71,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,월명로236번길,송절로76번길-월명로,0.3,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,외옥제방길,옥산교-오송가락로,,412,,,,325,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,장구봉로,서현중사거리-성봉로,1.49,253,,,116,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,
흥덕구,장구봉로41번길,풍년로108번길-장구봉로,0.18,28,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,
흥덕구,장구봉로42번길,장구봉로-2순환로1329번길,0.23,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,
흥덕구,정중연제로,상정쌍청로-오송생명4로,0.97,211,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,
흥덕구,정중연제로,가로수로-점중교,1.51,174,,,,132,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,정중연제로,오송생명4로-고속철도(밑),2.58,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,정중연제로,고속철도(밑)-연제길,1.06,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,
흥덕구,주현로41번길,직지대로581번길-주현로42번길,0.12,17,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
흥덕구,주현로42번길,주현로41번길-백봉로224번길,0.08,14,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
흥덕구,죽천로,기상대사거리-비하삼거리,1.63,253,,,86,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,죽천로 131번길,죽천로-대신로74번길,0.2,10,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
흥덕구,죽천로 146번길,죽천로-복대로219번길,0.2,25,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,중부로,과학산업4로-국사삼거리,2.85,378,125,,,166,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,중부로,국사삼거리-옥산교차로,2.56,413,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로일부구간,직지대로-죽천로,0.78,124,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,
흥덕구,직지대로,청주역사거리-서청주교사거리,2.36,591,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로,서청주교사거리-솔밭공원사거리,1.45,207,135,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,
흥덕구,직지대로,솔밭공원사거리-봉정사거리,1.67,155,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로,봉정사거리-봉명사거리,0.77,131,78,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로,봉명사거리-흥덕대교,1.96,217,105,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로291번길,2순환로-직지대로,0.64,113,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로307번길,직지대로-직지대로291번길,0.71,113,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로351번길,2순환로971번길-직지대로,0.34,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로409번길,직지대로-대신로164번길,0.37,59,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로435번길,직지대로-백봉로,0.57,45,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,직지대로581번길,직지대로-백봉로220번길,0.18,16,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
흥덕구,진재로,직지대로-가로수로,1.49,183,,,122,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,
흥덕구,진재로15번길,짐대로-진재로,0.14,28,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,진재로110번길,흥덕구청 정문-대신로73번길,0.13,11,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
흥덕구,짐대로,가로수로-증안로,0.78,137,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,
흥덕구,짐대로60번길,짐대로-짐대로72번길,0.1,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,짐대로72번길,짐대로-2순환로1167번길,0.41,59,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,충대로,충대정문오거리-충대사거리,0.2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,탑연월곡길,태성탑연로-청원쌍용예가2단지아파트사거리,0.47,82,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,태성탑연로,탑연사거리-태성사거리,4.63,525,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,태성탑연로,한국교원대학교 후문앞,0.28,69,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,풍년로142번길,풍산로48번길-풍년로,0.23,43,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,
흥덕구,풍년로193번길,2순환로1219번길-풍년로,0.19,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,풍년로194번길,풍년로-풍산로47번길,0.34,58,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,풍산로,복대초교입구삼거리-시외버스터미널사거리,1.83,279,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,풍산로34번길,풍산로-풍년로142번길,0.12,11,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
흥덕구,풍산로47번길,풍년로194번길-풍산로,0.33,32,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,풍산로48번길,풍산로-풍년로142번길,0.12,20,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
흥덕구,호죽성재로,장남교-청주시경계(병천면),6.17,221,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,호죽화산로,강촌교-호죽삼거리,1.53,197,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
흥덕구,흥덕로,무심서로-고인쇄박물관사거리,1,223,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청원구,충청대로,청주 그랜드 플라자 앞,0.02,12,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청원구,,3산업단지 일원,3.8,635,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,
서원구,가장로,장암사거리(아름다운 웨딩홀) ~ 고은삼거리,1.16,140,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,
